,Name,Record,Height,Weight,Reach,DOB,SLpM,Str Acc,SApM,Str Def,TD Avg,TD Acc,TD Def,Sub Avg,wins,draws,losses,age,STANCE_Orthodox,STANCE_Southpaw,STANCE_Switch,ELO
971,Ren Yawei,Record: 9-4-0,69.0,155.0,69.0,1998-02-07,4.67,0.64,5.32,0.36,0.0,0.0,0.66,1.4,9,0,4,27,True,False,False,0.05102196514191731
972,Mark Hominick,Record: 20-12-0,68.0,145.0,68.0,1982-07-22,4.08,0.42,4.18,0.69,0.25,0.66,0.71,0.9,20,0,12,43,True,False,False,0.15876264819023897
973,Natalia Silva,Record: 19-5-1,64.0,125.0,65.0,1997-02-03,5.04,0.46,2.46,0.65,0.34,0.25,0.92,0.0,19,1,5,28,False,True,False,1.36267634200114
974,Luis Saldana,Record: 16-7-1,71.0,145.0,73.0,1991-01-27,5.16,0.5,3.65,0.6,0.64,0.17,0.44,0.2,16,1,7,34,True,False,False,0.5604425684839146
976,David Mgoyan,Record: 7-1-0,69.0,145.0,70.0,2004-06-25,5.67,0.44,7.53,0.48,2.0,0.16,1.0,1.0,7,0,1,21,True,False,False,-0.010948679722828036
977,Guram Kutateladze,Record: 13-5-0,71.0,155.0,72.0,1992-01-08,3.53,0.45,4.22,0.54,0.61,0.15,0.75,0.0,13,0,5,33,True,False,False,0.00571088612401445
983,Mike Ricci,Record: 11-5-0,72.0,155.0,76.0,1986-03-18,1.8,0.32,1.64,0.65,0.67,1.0,0.54,0.0,11,0,5,39,False,True,False,0.39454098251029207
985,Mikey Gonzalez,Record: 7-2-0,71.0,155.0,74.0,1985-08-13,0.91,0.16,14.55,0.11,0.0,0.0,0.0,0.0,7,0,2,40,True,False,False,0.0
987,Peter Petties,Record: 5-3-0 (1 NC),71.0,145.0,72.0,1990-12-20,2.61,0.29,8.24,0.48,0.0,0.0,0.0,0.0,5,0,3,35,False,True,False,0.0
988,Francisco Prado,Record: 12-4-0,70.0,170.0,69.0,2002-06-16,4.09,0.43,4.95,0.54,0.94,0.19,0.5,0.5,12,0,4,23,True,False,False,0.29743086599260793
990,Matt Mitrione,Record: 12-5-0,75.0,265.0,82.0,1978-07-15,3.55,0.5,2.79,0.64,0.0,0.0,0.55,0.7,12,0,5,47,False,False,True,0.033602072372369216
992,Grant Dawson,Record: 23-2-1,70.0,155.0,72.0,1994-02-20,3.2,0.52,2.11,0.44,3.87,0.4,0.57,1.1,23,1,2,31,False,False,True,1.804921186770733
993,Kamuela Kirk,Record: 12-6-0,70.0,155.0,75.0,1994-04-13,3.22,0.5,5.87,0.4,1.5,0.26,0.47,1.2,12,0,6,31,False,False,True,0.3121192367877617
994,Damir Hadzovic,Record: 14-8-0,69.0,155.0,70.0,1986-08-08,3.34,0.47,3.74,0.59,0.91,0.54,0.34,0.1,14,0,8,39,True,False,False,0.3009700492855967
995,Ange Loosa,Record: 10-5-0 (1 NC),70.0,170.0,74.0,1993-03-18,5.46,0.46,6.59,0.52,2.53,0.39,0.83,0.2,10,0,5,32,True,False,False,0.39076703401326235
996,Todd Moore,Record: 16-7-0,69.0,170.0,71.0,1983-12-30,1.83,0.26,2.3,0.57,0.78,0.14,0.54,0.0,16,0,7,41,False,True,False,0.09920590839757874
997,Harvey Park,Record: 12-3-0,72.0,155.0,70.0,1986-03-22,3.77,0.5,7.21,0.33,0.0,0.0,0.0,0.0,12,0,3,39,True,False,False,0.0
999,Darian Weeks,Record: 5-3-0,71.0,170.0,72.0,1993-11-23,4.49,0.51,4.56,0.51,2.0,0.3,1.0,0.0,5,0,3,32,True,False,False,0.42172292810213535
1000,Takanori Gomi,Record: 35-14-0 (1 NC),67.0,155.0,70.0,1978-09-22,3.81,0.41,3.52,0.6,1.23,0.65,0.63,0.8,35,0,14,47,False,True,False,0.12085024385249055
1001,Stephanie Luciano,Record: 7-2-1,66.0,115.0,65.0,1999-12-16,5.2,0.42,3.04,0.64,1.3,0.71,0.8,0.3,7,1,2,26,True,False,False,1.201532023216107
1004,Diego Brandao,Record: 22-11-0,67.0,145.0,64.0,1987-05-27,2.94,0.47,3.38,0.62,3.21,0.68,0.8,0.6,22,0,11,38,True,False,False,0.6000398137410727
1005,Renee Forte,Record: 8-4-0,67.0,155.0,71.0,1987-03-27,2.08,0.32,2.12,0.63,2.32,0.58,0.66,0.0,8,0,4,38,True,False,False,0.45419322599006623
1010,Luigi Vendramini,Record: 9-3-0,68.0,155.0,73.0,1996-01-16,2.82,0.4,3.82,0.57,1.11,0.15,1.0,0.6,9,0,3,29,True,False,False,0.09940018964620964
1011,Tarec Saffiedine,Record: 16-7-0,70.0,170.0,70.0,1986-09-06,4.05,0.47,3.06,0.62,0.52,0.36,0.84,0.1,16,0,7,39,False,False,True,0.3767309180573654
1012,Ray Borg,Record: 13-5-0,64.0,135.0,63.0,1993-08-04,1.52,0.52,1.93,0.48,3.89,0.5,0.46,1.0,13,0,5,32,True,False,False,1.123669740092767
1017,Polyana Viana,Record: 13-8-0,65.0,115.0,67.0,1992-06-14,2.74,0.4,2.5,0.53,0.75,0.33,0.35,1.7,13,0,8,33,True,False,False,0.7669943963168243
1019,John Yannis,Record: 9-4-0,67.0,145.0,70.0,1994-07-07,0.0,0.0,0.55,0.71,0.0,0.0,0.0,0.0,9,0,4,31,False,True,False,0.0
1020,Jack Marshman,Record: 23-10-0,72.0,185.0,73.0,1989-12-19,2.74,0.25,4.19,0.56,0.0,0.0,0.2,0.0,23,0,10,36,True,False,False,-0.12163503609422077
1024,Joanne Wood,Record: 17-8-0,66.0,125.0,65.0,1985-12-23,7.1,0.51,4.89,0.51,1.52,0.55,0.58,0.3,17,0,8,40,True,False,False,0.6099934164040087
1025,Shaun Etchell,Record: 7-3-0,67.0,125.0,68.0,1993-08-05,0.0,0.0,0.0,0.0,4.37,1.0,1.0,0.0,7,0,3,32,False,False,True,0.9618393744724203
1027,Alex Gorgees,Record: 6-1-0,74.0,155.0,74.0,1995-08-11,0.67,0.32,2.27,0.38,0.0,0.0,0.54,0.0,6,0,1,30,False,False,True,-0.3026970312478305
1028,Andre Fili,Record: 25-12-0 (1 NC),71.0,145.0,74.0,1990-06-25,3.87,0.37,4.23,0.51,2.22,0.45,0.71,0.2,25,0,12,35,True,False,False,0.6662042292979473
1030,Jonas Bilharinho,Record: 9-1-1,71.0,145.0,75.0,1990-05-22,3.71,0.6,3.36,0.57,0.0,0.0,1.0,0.0,9,1,1,35,False,False,True,0.003903514038049133
1032,Evangelista Santos,Record: 21-18-0,70.0,170.0,76.0,1977-12-12,3.94,0.36,6.01,0.49,0.78,1.0,0.5,0.4,21,0,18,48,True,False,False,0.03421397066017384
1033,Rinat Fakhretdinov,Record: 24-1-1,72.0,170.0,74.0,1991-09-28,5.03,0.52,3.61,0.54,3.91,0.34,0.91,0.2,24,1,1,34,True,False,False,1.7079747049507266
1034,Poliana Botelho,Record: 8-5-0,68.0,125.0,67.0,1988-12-15,2.9,0.58,2.8,0.54,0.85,0.57,0.76,0.0,8,0,5,37,True,False,False,0.3280851722949089
1035,Ricardo Prasel,Record: 10-2-0,79.0,238.0,78.0,1990-06-02,2.21,0.57,7.83,0.37,0.0,0.0,0.0,0.0,10,0,2,35,True,False,False,0.0
1037,Bruno Lopes,Record: 14-2-0,74.0,205.0,74.0,1993-04-24,2.81,0.43,3.38,0.57,2.51,0.33,1.0,0.0,14,0,2,32,True,False,False,0.6396373426199031
1038,Talita Bernardo,Record: 6-4-0,64.0,135.0,68.0,1987-03-04,3.12,0.42,4.04,0.55,1.62,0.22,0.28,0.5,6,0,4,38,True,False,False,0.27798394532873294
1043,Robert McDaniel,Record: 28-10-0,75.0,185.0,75.0,1983-05-03,1.64,0.44,1.98,0.56,0.93,0.5,0.5,1.4,28,0,10,42,False,True,False,0.2924133235544446
1051,Kiran Singh,Record: 7-4-0,61.0,115.0,65.0,2000-07-25,0.0,0.0,19.51,0.23,0.0,0.0,0.0,0.0,7,0,4,25,True,False,False,0.0
1054,Tony Ferguson,Record: 26-11-0,71.0,170.0,76.0,1984-02-12,4.91,0.45,4.37,0.55,0.39,0.35,0.66,0.9,26,0,11,41,True,False,False,0.26370104753338897
1056,Livinha Souza,Record: 14-4-0,63.0,115.0,63.0,1991-03-11,1.75,0.45,3.6,0.56,2.54,0.45,0.4,1.4,14,0,4,34,True,False,False,0.7228182147482042
1057,Lavar Johnson,Record: 18-10-0,76.0,240.0,82.0,1977-06-11,5.39,0.55,2.54,0.55,0.61,0.66,0.54,0.6,18,0,10,48,True,False,False,0.12605793610217805
1060,James Barnes,Record: 14-5-0,68.0,135.0,71.0,1982-05-28,0.57,0.34,3.02,0.39,1.08,0.16,0.4,0.0,14,0,5,43,True,False,False,0.022062795772250954
1063,Roxanne Modafferi,Record: 25-21-0,67.0,125.0,69.0,1982-09-24,3.35,0.3,5.7,0.51,1.35,0.23,0.3,0.1,25,0,21,43,True,False,False,0.08414964446929432
1064,Giga Chikadze,Record: 15-5-0,72.0,145.0,74.0,1988-08-25,3.82,0.42,3.48,0.6,0.19,0.33,0.65,0.2,15,0,5,37,True,False,False,0.2398374401303222
1065,Cody Haddon,Record: 8-1-0,67.0,135.0,69.0,1998-09-08,9.2,0.51,3.47,0.64,2.48,0.37,0.83,0.8,8,0,1,27,True,False,False,2.214578988348873
1069,Gasan Umalatov,Record: 17-4-2,71.0,170.0,71.0,1982-09-11,2.23,0.39,4.1,0.59,0.75,0.17,0.9,0.0,17,2,4,43,True,False,False,-0.11246490490240554
1070,Manny Tapia,Record: 12-14-1,65.0,135.0,67.0,1981-03-14,2.69,0.21,4.74,0.58,0.49,0.4,0.66,0.2,12,1,14,44,True,False,False,-0.030604109201171938
1074,Michael Imperato,Record: 12-7-0,67.0,135.0,66.0,1989-09-01,1.93,0.48,2.67,0.6,1.0,0.12,0.0,1.0,12,0,7,36,False,False,True,0.48302052228358733
1077,Billy Pasulatan,Record: 10-3-0,65.0,125.0,66.0,1991-08-07,0.65,0.2,5.22,0.48,0.0,0.0,0.0,4.9,10,0,3,34,False,False,True,0.797672030047312
1079,Jesse Forbes,Record: 15-5-0,74.0,185.0,75.0,1984-10-24,2.11,0.24,4.06,0.53,1.79,0.75,0.66,1.2,15,0,5,41,False,True,False,0.2004933120332871
1080,Makhmud Muradov,Record: 26-8-0 (1 NC),74.0,185.0,75.0,1990-02-08,4.21,0.43,2.57,0.61,3.03,0.66,0.77,0.2,26,0,8,35,True,False,False,1.4638385778191685
1083,Scott Jorgensen,Record: 15-12-0,65.0,135.0,66.0,1982-09-17,3.37,0.4,3.41,0.65,2.61,0.45,0.59,0.7,15,0,12,43,True,False,False,0.2680216435951782
1085,Gavin Tucker,Record: 13-3-0,66.0,145.0,66.0,1986-06-17,4.29,0.44,4.18,0.57,3.13,0.44,0.53,1.5,13,0,3,39,False,True,False,0.6000900401334962
1086,Keith Jardine,Record: 17-11-2,74.0,185.0,76.0,1975-10-31,3.25,0.36,2.98,0.59,1.18,0.45,0.62,0.7,17,2,11,50,True,False,False,0.0449424893790797
1090,Chris Dempsey,Record: 11-5-0,70.0,185.0,72.0,1987-09-08,2.25,0.32,2.82,0.65,2.64,0.23,0.16,0.0,11,0,5,38,True,False,False,0.5044777802854862
1091,Colton Smith,Record: 7-4-0,72.0,155.0,71.0,1987-08-14,1.64,0.41,2.3,0.51,4.09,0.36,0.25,1.4,7,0,4,38,True,False,False,0.5251887426230927
1092,Jorge Gonzalez,Record: 16-4-0,74.0,205.0,76.0,1984-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,4,41,True,False,False,0.0
1093,Maxim Grishin,Record: 32-10-2,75.0,205.0,78.0,1984-05-02,3.26,0.52,2.27,0.58,0.21,0.16,0.66,0.0,32,2,10,41,True,False,False,0.17110283732429876
1094,Ernest Chavez,Record: 10-2-0,68.0,145.0,70.0,1983-06-27,2.79,0.4,3.89,0.59,0.89,0.33,0.5,0.0,10,0,2,42,True,False,False,0.07311478677692379
1096,Joao Elias,Record: 17-4-1 (1 NC),63.0,125.0,64.0,1995-01-08,0.4,0.5,6.47,0.2,0.0,0.0,0.5,0.0,17,1,4,30,False,True,False,-1.3853325660986158
1099,Tyson Griffin,Record: 16-8-0,66.0,145.0,68.0,1984-04-20,3.71,0.41,2.3,0.65,1.87,0.46,0.59,0.9,16,0,8,41,True,False,False,0.515730408525899
1100,Christos Giagos,Record: 20-12-0,70.0,155.0,71.0,1990-01-23,3.03,0.41,3.21,0.5,2.84,0.36,0.52,0.4,20,0,12,35,True,False,False,0.8216080295915936
1102,Abdul Rakhman Yakhyaev,Record: 8-0-0,74.0,205.0,78.0,2001-01-03,20.95,0.78,0.95,0.75,14.29,1.0,1.0,14.3,8,0,0,24,True,False,False,2.727324973436564
1103,Shane Burgos,Record: 15-3-0,71.0,145.0,75.0,1991-03-19,7.4,0.52,6.78,0.56,0.43,0.44,0.91,0.4,15,0,3,34,True,False,False,0.4925214405257393
1106,Puja Tomar,Record: 9-5-0,64.0,115.0,59.0,1993-12-05,5.61,0.48,5.82,0.46,0.0,0.0,1.0,0.0,9,0,5,32,False,True,False,-0.2693332510418753
1108,Joe Duffy,Record: 16-5-0,70.0,155.0,73.0,1988-02-18,2.68,0.34,3.78,0.54,0.96,0.66,0.64,0.7,16,0,5,37,True,False,False,0.34578264423765526
1109,Richie Santiago,Record: 7-2-0,67.0,135.0,67.0,1992-10-10,3.87,0.49,4.87,0.42,0.0,0.0,0.25,0.0,7,0,2,33,False,True,False,-0.10693423281070435
1112,Carl Deaton,Record: 17-7-0 (2 NC),67.0,155.0,69.0,1989-11-24,1.53,0.31,1.85,0.61,0.0,0.0,0.5,0.0,17,0,7,36,True,False,False,-0.08028469807688438
1115,Ahmad Hassanzada,Record: 11-3-0,73.0,155.0,75.0,1996-11-20,3.16,0.39,4.42,0.38,2.43,0.19,0.0,1.2,11,0,3,29,True,False,False,1.082589689521892
1116,Luke Jumeau,Record: 13-5-0,71.0,170.0,72.0,1988-02-12,2.93,0.43,3.17,0.58,0.25,1.0,0.86,0.0,13,0,5,37,True,False,False,0.33609474187052707
1118,Felipe Lima,Record: 14-2-0,66.0,135.0,68.0,1998-05-07,2.86,0.45,2.91,0.64,2.18,0.27,0.85,0.7,14,0,2,27,True,False,False,0.9909364177876838
1119,Charles Radtke,Record: 11-5-0,69.0,170.0,72.0,1990-07-09,2.8,0.54,2.63,0.54,1.32,0.3,1.0,0.7,11,0,5,35,True,False,False,0.5778211765838365
1121,Marcos Brigagao,Record: 11-1-0,75.0,205.0,76.0,1996-04-01,3.07,0.43,3.27,0.25,0.0,0.0,0.36,0.0,11,0,1,29,False,True,False,-0.07849111894323194
1122,Justin Frazier,Record: 10-3-0,72.0,265.0,75.0,1989-06-15,1.11,0.66,6.11,0.04,0.0,0.0,0.0,0.0,10,0,3,36,False,True,False,0.0
1124,Blood Diamond,Record: 3-3-0,71.0,170.0,76.0,1988-07-10,3.12,0.55,2.17,0.48,0.0,0.0,0.73,0.0,3,0,3,37,False,False,True,0.07957640106774932
1126,Josh Quinlan,Record: 6-3-0 (1 NC),72.0,170.0,72.0,1993-02-06,3.57,0.42,6.38,0.53,0.34,0.11,0.71,0.0,6,0,3,32,True,False,False,-0.49849509520882307
1127,Luke Fernandez,Record: 6-0-0,73.0,205.0,76.0,1995-06-29,32.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6,0,0,30,True,False,False,0.0
1129,Alatengheili,Record: 17-10-2,65.0,135.0,66.0,1991-12-14,2.82,0.32,5.12,0.57,1.74,0.43,0.75,0.0,17,2,10,34,True,False,False,0.0350821813674804
1130,Steven Peterson,Record: 19-11-0,70.0,145.0,70.0,1990-05-29,4.76,0.4,5.94,0.53,1.42,0.26,0.64,0.7,19,0,11,35,True,False,False,0.302475029978776
1132,Tyler Toner,Record: 15-7-0 (1 NC),68.0,145.0,70.0,1983-03-31,2.95,0.52,2.13,0.62,0.0,0.0,0.54,0.4,15,0,7,42,True,False,False,0.08070889629457728
1134,Cyril Asker,Record: 9-4-0,72.0,247.0,74.0,1985-12-24,3.35,0.39,5.82,0.35,4.41,0.62,1.0,0.9,9,0,4,40,True,False,False,0.0681198773631929
1136,Petr Yan,Record: 19-5-0,67.0,135.0,67.0,1993-02-11,5.12,0.54,4.14,0.58,1.58,0.48,0.85,0.1,19,0,5,32,False,False,True,1.1597360003497597
1138,Billy Ray Goff,Record: 9-4-0,70.0,170.0,72.0,1998-06-18,7.51,0.46,5.02,0.59,1.75,0.16,0.66,0.0,9,0,4,27,False,False,True,1.1587083215044232
1140,Fabricio Camoes,Record: 14-9-1,70.0,155.0,71.0,1978-12-23,1.29,0.33,1.85,0.61,2.34,0.32,0.2,1.5,14,1,9,47,True,False,False,0.12058730366801297
1141,Barb Honchak,Record: 10-4-0,64.0,125.0,65.0,1979-08-30,4.04,0.3,4.67,0.66,0.0,0.0,0.0,1.3,10,0,4,46,True,False,False,0.04552179387680829
1142,Mackens Semerzier,Record: 8-4-0 (1 NC),69.0,145.0,72.0,1980-11-03,2.91,0.45,3.48,0.46,2.14,0.5,0.5,2.1,8,0,4,45,True,False,False,0.1457843498382949
1145,Magomed Zaynukov,Record: 8-0-0,70.0,155.0,68.0,1995-01-02,15.67,0.6,4.8,0.58,2.0,1.0,0.0,0.0,8,0,0,30,True,False,False,0.9408259776038304
1146,Ryan Janes,Record: 10-3-0,75.0,185.0,76.0,1981-08-22,7.69,0.48,5.53,0.59,0.35,1.0,0.58,0.0,10,0,3,44,True,False,False,0.22255748287533214
1148,Giacomo Lemos,Record: 6-0-0,75.0,247.0,75.0,1989-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,36,True,False,False,0.0
1150,Jimi Manuwa,Record: 17-6-0,73.0,205.0,79.0,1980-02-18,3.43,0.54,3.97,0.49,0.53,0.18,0.7,0.4,17,0,6,45,True,False,False,0.03267808643109586
1156,Zarah Fairn,Record: 6-6-0,68.0,135.0,72.0,1983-12-10,4.55,0.31,7.4,0.45,0.0,0.0,0.6,0.0,6,0,6,42,True,False,False,-0.19304340518353122
1157,Henrique da Silva,Record: 14-5-0,75.0,205.0,76.0,1989-09-01,3.89,0.6,5.28,0.4,0.25,0.14,0.22,0.2,14,0,5,36,True,False,False,0.05783610963920934
1159,Top Noi Kiwram,Record: 9-5-0,65.0,125.0,67.0,1992-08-15,4.47,0.59,3.23,0.66,2.72,0.85,0.74,0.0,9,0,5,33,False,True,False,1.133232599822317
1161,Josiane Nunes,Record: 10-4-0,62.0,135.0,67.0,1993-12-23,5.65,0.43,5.76,0.51,0.0,0.0,0.58,0.0,10,0,4,32,False,True,False,-0.14273626715070836
1162,Samandar Murodov,Record: 11-0-0,73.0,170.0,75.0,1999-08-28,1.5,0.75,0.5,0.44,6.01,0.66,0.0,1.5,11,0,0,26,True,False,False,1.3376939487415684
1165,James Krause,Record: 28-9-0,74.0,170.0,73.0,1986-06-04,4.79,0.49,4.11,0.61,0.96,0.18,0.59,0.9,28,0,9,39,True,False,False,0.4431035421537893
1166,Johny Hendricks,Record: 18-8-0,69.0,185.0,69.0,1983-09-12,3.49,0.45,3.99,0.53,3.83,0.46,0.63,0.3,18,0,8,42,False,True,False,0.3405129423254734
1172,Brad Tavares,Record: 21-12-0,73.0,185.0,74.0,1987-12-21,3.42,0.43,3.36,0.54,0.73,0.26,0.81,0.0,21,0,12,38,True,False,False,0.223735356430079
1173,Clifford Starks,Record: 13-3-0,72.0,185.0,78.0,1981-04-25,1.94,0.33,2.49,0.58,1.94,1.0,0.6,0.0,13,0,3,44,True,False,False,0.19995724504868323
1174,Jamie Colleen,Record: 4-1-0,63.0,115.0,65.0,1985-11-02,3.11,0.61,5.66,0.33,0.52,0.33,0.5,1.6,4,0,1,40,True,False,False,0.04311731571459524
1175,Hyun Gyu Lim,Record: 13-7-1,75.0,170.0,77.0,1985-01-16,4.45,0.41,5.07,0.51,0.23,1.0,0.73,0.2,13,1,7,40,True,False,False,0.17675523500523613
1176,Uriah Hall,Record: 18-11-0,72.0,185.0,79.0,1984-07-31,3.23,0.48,3.85,0.54,0.54,0.38,0.64,0.1,18,0,11,41,True,False,False,0.08746978781277459
1178,HyunSung Park,Record: 10-2-0,67.0,125.0,66.0,1995-11-04,3.38,0.41,3.14,0.55,1.5,0.31,0.47,1.8,10,0,2,30,True,False,False,0.9502066098875971
1179,Darion Abbey,Record: 9-5-0,74.0,265.0,80.0,1993-02-25,8.44,0.5,14.06,0.28,0.0,0.0,0.0,0.0,9,0,5,32,True,False,False,0.0
1182,Michal Figlak,Record: 8-2-0,70.0,155.0,70.0,1996-08-15,4.0,0.39,4.93,0.52,0.5,0.12,0.57,0.0,8,0,2,29,True,False,False,-0.04051167272692683
1184,Fredson Paixao,Record: 10-5-0 (1 NC),66.0,145.0,66.0,1979-05-13,1.71,0.54,2.31,0.62,0.62,0.11,0.1,2.2,10,0,5,46,True,False,False,0.10149342234618451
1186,Max Gimenis,Record: 6-2-0,74.0,256.0,75.0,1993-04-14,3.21,0.42,9.64,0.47,0.0,0.0,0.0,0.0,6,0,2,32,True,False,False,0.0
1187,Darren Uyenoyama,Record: 10-6-0,66.0,125.0,65.0,1979-10-15,1.34,0.39,2.21,0.66,1.42,0.33,0.35,0.7,10,0,6,46,True,False,False,0.09101644178546435
1190,Joe Giannetti,Record: 6-1-0,72.0,155.0,74.0,1995-07-05,1.93,0.38,2.8,0.4,1.0,0.16,0.0,0.0,6,0,1,30,False,True,False,0.37574798895606004
1192,Payton Talbott,Record: 10-1-0,70.0,135.0,70.0,1998-09-09,6.05,0.54,3.26,0.46,0.24,0.25,0.76,0.2,10,0,1,27,False,False,True,1.0134554310310264
1195,Amanda Nunes,Record: 23-5-0,68.0,135.0,69.0,1988-05-30,4.55,0.51,2.62,0.57,2.73,0.54,0.82,0.7,23,0,5,37,True,False,False,1.305383292269748
1196,Donte Johnson,Record: 7-0-0,68.0,185.0,74.0,1999-01-25,3.34,0.64,1.87,0.58,6.01,1.0,0.8,2.0,7,0,0,26,False,True,False,1.444452310600957
1198,Sean Woodson,Record: 13-2-1,74.0,145.0,78.0,1992-06-07,5.57,0.46,4.18,0.58,0.58,0.55,0.84,0.3,13,1,2,33,True,False,False,0.9106998226245988
1199,Cody Gibson,Record: 22-12-0,70.0,135.0,71.0,1987-09-11,3.63,0.46,3.22,0.57,2.12,0.37,0.69,0.6,22,0,12,38,True,False,False,0.6339764082269387
1201,AJ Dobson,Record: 7-3-0 (1 NC),73.0,185.0,76.0,1992-01-18,4.29,0.46,5.31,0.46,1.67,0.75,0.65,0.3,7,0,3,33,True,False,False,0.4174972843343177
1204,Kurt Pellegrino,Record: 16-7-0,68.0,155.0,70.0,1979-05-07,2.45,0.43,1.94,0.63,2.9,0.54,0.69,0.8,16,0,7,46,True,False,False,0.19434610062969795
1205,Angad Bisht,Record: 10-3-0,67.0,125.0,67.0,1995-06-05,3.91,0.51,4.56,0.33,2.41,0.37,1.0,0.0,10,0,3,30,True,False,False,0.5080656442146627
1206,Jon Madsen,Record: 8-2-0,72.0,240.0,72.0,1980-02-12,2.46,0.41,1.18,0.81,1.32,0.71,0.7,0.0,8,0,2,45,True,False,False,0.17542885007140016
1208,Brianna Fortino,Record: 9-3-0,60.0,115.0,62.0,1993-08-04,3.53,0.41,3.23,0.57,2.5,0.45,0.66,0.0,9,0,3,32,False,True,False,0.8506803114024504
1210,Zarrukh Adashev,Record: 4-4-0,65.0,125.0,65.0,1992-07-29,3.65,0.4,3.04,0.64,0.0,0.0,1.0,0.5,4,0,4,33,False,True,False,0.1471152807398975
1212,Vinicius Cenci,Record: 7-2-0,73.0,155.0,74.0,1995-11-24,2.9,0.48,2.69,0.62,1.61,0.5,0.0,0.0,7,0,2,30,True,False,False,0.6833604141585168
1215,Lucie Pudilova,Record: 14-10-0,68.0,125.0,67.0,1994-06-13,3.6,0.37,4.07,0.5,0.7,0.31,0.67,0.6,14,0,10,31,True,False,False,0.3745401772087558
1217,Wuziazibieke Jiahefu,Record: 29-12-1,69.0,145.0,70.0,1990-04-09,0.41,0.5,2.84,0.41,6.08,0.5,0.0,0.0,29,1,12,35,True,False,False,1.1574782204397422
1219,Taylor Johnson,Record: 5-1-0,72.0,185.0,74.0,1990-11-09,5.09,0.6,1.13,0.33,8.49,1.0,1.0,0.0,5,0,1,35,False,False,True,1.4469086186216378
1221,Mario Piazzon,Record: 8-0-0,69.0,265.0,73.0,1998-04-06,1.35,0.73,1.16,0.4,18.87,0.5,0.5,0.0,8,0,0,27,True,False,False,1.2105387670406722
1222,Quemuel Ottoni,Record: 12-3-0,72.0,155.0,72.0,1992-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,3,33,True,False,False,0.0
1225,Kevin Syler,Record: 10-1-0,69.0,155.0,71.0,1993-07-29,5.6,0.69,4.03,0.48,1.0,0.4,0.77,2.0,10,0,1,32,False,False,True,1.1800399580327259
1226,Mark Munoz,Record: 14-6-0,72.0,185.0,71.0,1978-02-09,3.12,0.51,2.26,0.57,3.17,0.29,0.57,0.6,14,0,6,47,True,False,False,0.15318980614863972
1227,Edivan Santos,Record: 12-3-1 (1 NC),76.0,248.0,78.0,1992-05-03,1.55,0.48,7.09,0.26,0.0,0.0,0.25,0.0,12,1,3,33,True,False,False,-0.5583950462493318
1229,Ramazan Emeev,Record: 20-6-0,70.0,170.0,76.0,1987-05-23,2.53,0.45,2.14,0.65,2.37,0.29,0.66,0.7,20,0,6,38,False,True,False,0.711654856306546
1232,Deiveson Figueiredo,Record: 25-5-1,65.0,135.0,68.0,1987-12-18,2.75,0.54,3.54,0.49,1.71,0.35,0.57,1.3,25,1,5,38,True,False,False,0.5079721467069344
1235,Tom Breese,Record: 12-3-0,75.0,185.0,73.0,1991-09-26,3.34,0.5,2.81,0.6,0.0,0.0,0.7,1.1,12,0,3,34,False,True,False,0.31003104778997836
1236,Masanori Kanehara,Record: 26-12-5,67.0,135.0,67.0,1982-11-19,1.88,0.49,1.63,0.62,1.44,0.5,0.63,0.9,26,5,12,43,True,False,False,0.2702937640518061
1239,Feng Xiaocan,Record: 10-4-0,67.0,115.0,67.0,2001-10-27,4.18,0.49,1.49,0.68,0.7,1.0,0.63,0.0,10,0,4,24,False,True,False,1.2883989637611502
1241,Tommy Gantt,Record: 11-0-0 (1 NC),71.0,155.0,76.0,1993-01-09,1.08,1.0,0.36,0.66,10.78,0.4,0.0,5.4,11,0,0,32,True,False,False,1.2611722736947415
1246,Cub Swanson,Record: 30-14-0,68.0,145.0,70.0,1983-11-02,4.79,0.51,4.0,0.59,1.01,0.5,0.63,0.4,30,0,14,42,True,False,False,0.3038572366366363
1250,Koyomi Matsushima,Record: 13-6-0,67.0,145.0,66.0,1992-10-08,2.7,0.47,2.83,0.59,9.0,0.52,0.33,0.0,13,0,6,33,True,False,False,1.196492956466345
1253,Macksom Lee,Record: 9-1-0,73.0,135.0,75.0,1999-01-06,0.87,0.44,2.13,0.5,0.0,0.0,0.63,1.0,9,0,1,26,True,False,False,-0.09572140728450844
1254,Patrick Cote,Record: 23-11-0,71.0,170.0,75.0,1980-02-29,2.81,0.48,3.21,0.48,0.68,0.2,0.43,0.2,23,0,11,45,True,False,False,0.06369206122585559
1256,Edmen Shahbazyan,Record: 16-5-0,74.0,185.0,75.0,1997-11-20,3.8,0.48,3.6,0.49,1.62,0.37,0.66,0.4,16,0,5,28,True,False,False,0.9580497853712345
1262,Darko Stosic,Record: 13-4-0,72.0,205.0,76.0,1992-02-09,2.61,0.45,4.04,0.58,3.42,0.5,0.83,0.0,13,0,4,33,True,False,False,0.5245355636209579
